ForecastID,ProductID,ProductName,Category,ModelName,ForecastDate,ForecastQty,LowerBound,UpperBound,HorizonDays,GeneratedAt
178016,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-16,7.37,3.31,11.44,30,2026-03-02 22:51:32
178017,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-17,7.37,3.31,11.44,30,2026-03-02 22:51:32
178018,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-18,7.37,3.31,11.44,30,2026-03-02 22:51:32
178019,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-19,7.37,3.31,11.44,30,2026-03-02 22:51:32
178020,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-20,7.37,3.31,11.44,30,2026-03-02 22:51:32
178021,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-21,7.37,3.31,11.44,30,2026-03-02 22:51:32
178022,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-22,7.37,3.17,11.58,30,2026-03-02 22:51:32
178023,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-23,7.37,3.17,11.58,30,2026-03-02 22:51:32
178024,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-24,7.37,3.17,11.58,30,2026-03-02 22:51:32
178025,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-25,7.37,3.17,11.58,30,2026-03-02 22:51:32
178026,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-26,7.37,3.17,11.58,30,2026-03-02 22:51:32
178027,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-27,7.37,3.17,11.58,30,2026-03-02 22:51:32
178028,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-28,7.37,3.17,11.58,30,2026-03-02 22:51:32
178029,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-01,7.2,3.51,10.9,60,2026-03-02 22:51:32
178030,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-02,7.2,3.51,10.9,60,2026-03-02 22:51:32
178031,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-03,7.2,3.51,10.9,60,2026-03-02 22:51:32
178032,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-04,7.2,3.51,10.9,60,2026-03-02 22:51:32
178033,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-05,7.2,3.51,10.9,60,2026-03-02 22:51:32
178034,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-06,7.2,3.51,10.9,60,2026-03-02 22:51:32
178035,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-07,7.2,3.51,10.9,60,2026-03-02 22:51:32
178036,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-08,7.36,3.45,11.27,60,2026-03-02 22:51:32
178037,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-09,7.36,3.45,11.27,60,2026-03-02 22:51:32
178038,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-10,7.36,3.45,11.27,60,2026-03-02 22:51:32
178039,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-11,7.36,3.45,11.27,60,2026-03-02 22:51:32
178040,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-12,7.36,3.45,11.27,60,2026-03-02 22:51:32
178041,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-13,7.36,3.45,11.27,60,2026-03-02 22:51:32
178042,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-14,7.36,3.45,11.27,60,2026-03-02 22:51:32
178043,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-15,7.37,3.31,11.44,60,2026-03-02 22:51:32
178044,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-16,7.37,3.31,11.44,60,2026-03-02 22:51:32
178045,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-17,7.37,3.31,11.44,60,2026-03-02 22:51:32
178046,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-18,7.37,3.31,11.44,60,2026-03-02 22:51:32
178047,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-19,7.37,3.31,11.44,60,2026-03-02 22:51:32
178048,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-20,7.37,3.31,11.44,60,2026-03-02 22:51:32
178049,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-21,7.37,3.31,11.44,60,2026-03-02 22:51:32
178050,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-22,7.37,3.17,11.58,60,2026-03-02 22:51:32
178051,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-23,7.37,3.17,11.58,60,2026-03-02 22:51:32
178052,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-24,7.37,3.17,11.58,60,2026-03-02 22:51:32
178053,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-25,7.37,3.17,11.58,60,2026-03-02 22:51:32
178054,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-26,7.37,3.17,11.58,60,2026-03-02 22:51:32
178055,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-27,7.37,3.17,11.58,60,2026-03-02 22:51:32
178056,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-28,7.37,3.17,11.58,60,2026-03-02 22:51:32
178057,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-29,7.37,3.03,11.72,60,2026-03-02 22:51:32
178058,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-30,7.37,3.03,11.72,60,2026-03-02 22:51:32
178059,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-31,7.37,3.03,11.72,60,2026-03-02 22:51:32
178060,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-01,7.37,3.03,11.72,60,2026-03-02 22:51:32
178061,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-02,7.37,3.03,11.72,60,2026-03-02 22:51:32
178062,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-03,7.37,3.03,11.72,60,2026-03-02 22:51:32
178063,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-04,7.37,3.03,11.72,60,2026-03-02 22:51:32
178064,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-05,7.37,2.9,11.85,60,2026-03-02 22:51:32
178065,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-06,7.37,2.9,11.85,60,2026-03-02 22:51:32
178066,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-07,7.37,2.9,11.85,60,2026-03-02 22:51:32
178067,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-08,7.37,2.9,11.85,60,2026-03-02 22:51:32
178068,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-09,7.37,2.9,11.85,60,2026-03-02 22:51:32
178069,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-10,7.37,2.9,11.85,60,2026-03-02 22:51:32
178070,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-11,7.37,2.9,11.85,60,2026-03-02 22:51:32
178071,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-12,7.37,2.77,11.98,60,2026-03-02 22:51:32
178072,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-13,7.37,2.77,11.98,60,2026-03-02 22:51:32
178073,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-14,7.37,2.77,11.98,60,2026-03-02 22:51:32
178074,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-15,7.37,2.77,11.98,60,2026-03-02 22:51:32
178075,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-16,7.37,2.77,11.98,60,2026-03-02 22:51:32
178076,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-17,7.37,2.77,11.98,60,2026-03-02 22:51:32
178077,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-18,7.37,2.77,11.98,60,2026-03-02 22:51:32
178078,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-19,7.37,2.64,12.1,60,2026-03-02 22:51:32
178079,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-20,7.37,2.64,12.1,60,2026-03-02 22:51:32
178080,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-21,7.37,2.64,12.1,60,2026-03-02 22:51:32
178081,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-22,7.37,2.64,12.1,60,2026-03-02 22:51:32
178082,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-23,7.37,2.64,12.1,60,2026-03-02 22:51:32
178083,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-24,7.37,2.64,12.1,60,2026-03-02 22:51:32
178084,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-25,7.37,2.64,12.1,60,2026-03-02 22:51:32
178085,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-26,7.37,2.52,12.23,60,2026-03-02 22:51:32
178086,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-27,7.37,2.52,12.23,60,2026-03-02 22:51:32
178087,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-28,7.37,2.52,12.23,60,2026-03-02 22:51:32
178088,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-29,7.37,2.52,12.23,60,2026-03-02 22:51:32
178089,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-01,7.2,3.51,10.9,90,2026-03-02 22:51:32
178090,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-02,7.2,3.51,10.9,90,2026-03-02 22:51:32
178091,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-03,7.2,3.51,10.9,90,2026-03-02 22:51:32
178092,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-04,7.2,3.51,10.9,90,2026-03-02 22:51:32
178093,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-05,7.2,3.51,10.9,90,2026-03-02 22:51:32
178094,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-06,7.2,3.51,10.9,90,2026-03-02 22:51:32
178095,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-07,7.2,3.51,10.9,90,2026-03-02 22:51:32
178096,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-08,7.36,3.45,11.27,90,2026-03-02 22:51:32
178097,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-09,7.36,3.45,11.27,90,2026-03-02 22:51:32
178098,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-10,7.36,3.45,11.27,90,2026-03-02 22:51:32
178099,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-11,7.36,3.45,11.27,90,2026-03-02 22:51:32
178100,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-12,7.36,3.45,11.27,90,2026-03-02 22:51:32
178101,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-13,7.36,3.45,11.27,90,2026-03-02 22:51:32
178102,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-14,7.36,3.45,11.27,90,2026-03-02 22:51:32
178103,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-15,7.37,3.31,11.44,90,2026-03-02 22:51:32
178104,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-16,7.37,3.31,11.44,90,2026-03-02 22:51:32
178105,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-17,7.37,3.31,11.44,90,2026-03-02 22:51:32
178106,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-18,7.37,3.31,11.44,90,2026-03-02 22:51:32
178107,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-19,7.37,3.31,11.44,90,2026-03-02 22:51:32
178108,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-20,7.37,3.31,11.44,90,2026-03-02 22:51:32
178109,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-21,7.37,3.31,11.44,90,2026-03-02 22:51:32
178110,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-22,7.37,3.17,11.58,90,2026-03-02 22:51:32
178111,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-23,7.37,3.17,11.58,90,2026-03-02 22:51:32
178112,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-24,7.37,3.17,11.58,90,2026-03-02 22:51:32
178113,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-25,7.37,3.17,11.58,90,2026-03-02 22:51:32
178114,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-26,7.37,3.17,11.58,90,2026-03-02 22:51:32
178115,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-27,7.37,3.17,11.58,90,2026-03-02 22:51:32
178116,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-28,7.37,3.17,11.58,90,2026-03-02 22:51:32
178117,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-29,7.37,3.03,11.72,90,2026-03-02 22:51:32
178118,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-30,7.37,3.03,11.72,90,2026-03-02 22:51:32
178119,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-31,7.37,3.03,11.72,90,2026-03-02 22:51:32
178120,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-01,7.37,3.03,11.72,90,2026-03-02 22:51:32
178121,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-02,7.37,3.03,11.72,90,2026-03-02 22:51:32
178122,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-03,7.37,3.03,11.72,90,2026-03-02 22:51:32
178123,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-04,7.37,3.03,11.72,90,2026-03-02 22:51:32
178124,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-05,7.37,2.9,11.85,90,2026-03-02 22:51:32
178125,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-06,7.37,2.9,11.85,90,2026-03-02 22:51:32
178126,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-07,7.37,2.9,11.85,90,2026-03-02 22:51:32
178127,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-08,7.37,2.9,11.85,90,2026-03-02 22:51:32
178128,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-09,7.37,2.9,11.85,90,2026-03-02 22:51:32
178129,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-10,7.37,2.9,11.85,90,2026-03-02 22:51:32
178130,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-11,7.37,2.9,11.85,90,2026-03-02 22:51:32
178131,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-12,7.37,2.77,11.98,90,2026-03-02 22:51:32
178132,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-13,7.37,2.77,11.98,90,2026-03-02 22:51:32
178133,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-14,7.37,2.77,11.98,90,2026-03-02 22:51:32
178134,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-15,7.37,2.77,11.98,90,2026-03-02 22:51:32
178135,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-16,7.37,2.77,11.98,90,2026-03-02 22:51:32
178136,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-17,7.37,2.77,11.98,90,2026-03-02 22:51:32
178137,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-18,7.37,2.77,11.98,90,2026-03-02 22:51:32
178138,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-19,7.37,2.64,12.1,90,2026-03-02 22:51:32
178139,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-20,7.37,2.64,12.1,90,2026-03-02 22:51:32
178140,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-21,7.37,2.64,12.1,90,2026-03-02 22:51:32
178141,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-22,7.37,2.64,12.1,90,2026-03-02 22:51:32
178142,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-23,7.37,2.64,12.1,90,2026-03-02 22:51:32
178143,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-24,7.37,2.64,12.1,90,2026-03-02 22:51:32
178144,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-25,7.37,2.64,12.1,90,2026-03-02 22:51:32
178145,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-26,7.37,2.52,12.23,90,2026-03-02 22:51:32
178146,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-27,7.37,2.52,12.23,90,2026-03-02 22:51:32
178147,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-28,7.37,2.52,12.23,90,2026-03-02 22:51:32
178148,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-29,7.37,2.52,12.23,90,2026-03-02 22:51:32
178149,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-01,7.37,2.52,12.23,90,2026-03-02 22:51:32
178150,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-02,7.37,2.52,12.23,90,2026-03-02 22:51:32
178151,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-03,7.37,2.52,12.23,90,2026-03-02 22:51:32
178152,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-04,7.37,2.4,12.35,90,2026-03-02 22:51:32
178153,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-05,7.37,2.4,12.35,90,2026-03-02 22:51:32
178154,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-06,7.37,2.4,12.35,90,2026-03-02 22:51:32
178155,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-07,7.37,2.4,12.35,90,2026-03-02 22:51:32
178156,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-08,7.37,2.4,12.35,90,2026-03-02 22:51:32
178157,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-09,7.37,2.4,12.35,90,2026-03-02 22:51:32
178158,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-10,7.37,2.4,12.35,90,2026-03-02 22:51:32
178159,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-11,7.37,2.29,12.46,90,2026-03-02 22:51:32
178160,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-12,7.37,2.29,12.46,90,2026-03-02 22:51:32
178161,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-13,7.37,2.29,12.46,90,2026-03-02 22:51:32
178162,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-14,7.37,2.29,12.46,90,2026-03-02 22:51:32
178163,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-15,7.37,2.29,12.46,90,2026-03-02 22:51:32
178164,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-16,7.37,2.29,12.46,90,2026-03-02 22:51:32
178165,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-17,7.37,2.29,12.46,90,2026-03-02 22:51:32
178166,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-18,7.37,2.17,12.58,90,2026-03-02 22:51:32
178167,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-19,7.37,2.17,12.58,90,2026-03-02 22:51:32
178168,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-20,7.37,2.17,12.58,90,2026-03-02 22:51:32
178169,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-21,7.37,2.17,12.58,90,2026-03-02 22:51:32
178170,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-22,7.37,2.17,12.58,90,2026-03-02 22:51:32
178171,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-23,7.37,2.17,12.58,90,2026-03-02 22:51:32
178172,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-24,7.37,2.17,12.58,90,2026-03-02 22:51:32
178173,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-25,7.37,2.06,12.69,90,2026-03-02 22:51:32
178174,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-26,7.37,2.06,12.69,90,2026-03-02 22:51:32
178175,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-27,7.37,2.06,12.69,90,2026-03-02 22:51:32
178176,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-28,7.37,2.06,12.69,90,2026-03-02 22:51:32
178177,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-29,7.37,2.06,12.69,90,2026-03-02 22:51:32
178178,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-30,7.37,2.06,12.69,90,2026-03-02 22:51:32
178179,2,RFID Scanner v02,Electronics,ARIMA,2024-01-01,12.02,6.8,17.23,30,2026-03-02 22:51:32
178180,2,RFID Scanner v02,Electronics,ARIMA,2024-01-02,12.02,6.8,17.23,30,2026-03-02 22:51:32
178181,2,RFID Scanner v02,Electronics,ARIMA,2024-01-03,12.02,6.8,17.23,30,2026-03-02 22:51:32
178182,2,RFID Scanner v02,Electronics,ARIMA,2024-01-04,12.02,6.8,17.23,30,2026-03-02 22:51:32
178183,2,RFID Scanner v02,Electronics,ARIMA,2024-01-05,12.02,6.8,17.23,30,2026-03-02 22:51:32
178184,2,RFID Scanner v02,Electronics,ARIMA,2024-01-06,12.02,6.8,17.23,30,2026-03-02 22:51:32
178185,2,RFID Scanner v02,Electronics,ARIMA,2024-01-07,12.02,6.8,17.23,30,2026-03-02 22:51:32
178186,2,RFID Scanner v02,Electronics,ARIMA,2024-01-08,12.12,6.9,17.34,30,2026-03-02 22:51:32
178187,2,RFID Scanner v02,Electronics,ARIMA,2024-01-09,12.12,6.9,17.34,30,2026-03-02 22:51:32
178188,2,RFID Scanner v02,Electronics,ARIMA,2024-01-10,12.12,6.9,17.34,30,2026-03-02 22:51:32
178189,2,RFID Scanner v02,Electronics,ARIMA,2024-01-11,12.12,6.9,17.34,30,2026-03-02 22:51:32
178190,2,RFID Scanner v02,Electronics,ARIMA,2024-01-12,12.12,6.9,17.34,30,2026-03-02 22:51:32
178191,2,RFID Scanner v02,Electronics,ARIMA,2024-01-13,12.12,6.9,17.34,30,2026-03-02 22:51:32
178192,2,RFID Scanner v02,Electronics,ARIMA,2024-01-14,12.12,6.9,17.34,30,2026-03-02 22:51:32
178193,2,RFID Scanner v02,Electronics,ARIMA,2024-01-15,12.1,6.81,17.4,30,2026-03-02 22:51:32
178194,2,RFID Scanner v02,Electronics,ARIMA,2024-01-16,12.1,6.81,17.4,30,2026-03-02 22:51:32
178195,2,RFID Scanner v02,Electronics,ARIMA,2024-01-17,12.1,6.81,17.4,30,2026-03-02 22:51:32
178196,2,RFID Scanner v02,Electronics,ARIMA,2024-01-18,12.1,6.81,17.4,30,2026-03-02 22:51:32
178197,2,RFID Scanner v02,Electronics,ARIMA,2024-01-19,12.1,6.81,17.4,30,2026-03-02 22:51:32
178198,2,RFID Scanner v02,Electronics,ARIMA,2024-01-20,12.1,6.81,17.4,30,2026-03-02 22:51:32
178199,2,RFID Scanner v02,Electronics,ARIMA,2024-01-21,12.1,6.81,17.4,30,2026-03-02 22:51:32
178200,2,RFID Scanner v02,Electronics,ARIMA,2024-01-22,12.11,6.76,17.45,30,2026-03-02 22:51:32
178201,2,RFID Scanner v02,Electronics,ARIMA,2024-01-23,12.11,6.76,17.45,30,2026-03-02 22:51:32
178202,2,RFID Scanner v02,Electronics,ARIMA,2024-01-24,12.11,6.76,17.45,30,2026-03-02 22:51:32
178203,2,RFID Scanner v02,Electronics,ARIMA,2024-01-25,12.11,6.76,17.45,30,2026-03-02 22:51:32
178204,2,RFID Scanner v02,Electronics,ARIMA,2024-01-26,12.11,6.76,17.45,30,2026-03-02 22:51:32
178205,2,RFID Scanner v02,Electronics,ARIMA,2024-01-27,12.11,6.76,17.45,30,2026-03-02 22:51:32
178206,2,RFID Scanner v02,Electronics,ARIMA,2024-01-28,12.11,6.76,17.45,30,2026-03-02 22:51:32
178207,2,RFID Scanner v02,Electronics,ARIMA,2024-01-01,12.02,6.8,17.23,60,2026-03-02 22:51:32
178208,2,RFID Scanner v02,Electronics,ARIMA,2024-01-02,12.02,6.8,17.23,60,2026-03-02 22:51:32
178209,2,RFID Scanner v02,Electronics,ARIMA,2024-01-03,12.02,6.8,17.23,60,2026-03-02 22:51:32
178210,2,RFID Scanner v02,Electronics,ARIMA,2024-01-04,12.02,6.8,17.23,60,2026-03-02 22:51:32
178211,2,RFID Scanner v02,Electronics,ARIMA,2024-01-05,12.02,6.8,17.23,60,2026-03-02 22:51:32
178212,2,RFID Scanner v02,Electronics,ARIMA,2024-01-06,12.02,6.8,17.23,60,2026-03-02 22:51:32
178213,2,RFID Scanner v02,Electronics,ARIMA,2024-01-07,12.02,6.8,17.23,60,2026-03-02 22:51:32
178214,2,RFID Scanner v02,Electronics,ARIMA,2024-01-08,12.12,6.9,17.34,60,2026-03-02 22:51:32
178215,2,RFID Scanner v02,Electronics,ARIMA,2024-01-09,12.12,6.9,17.34,60,2026-03-02 22:51:32
178216,2,RFID Scanner v02,Electronics,ARIMA,2024-01-10,12.12,6.9,17.34,60,2026-03-02 22:51:32
178217,2,RFID Scanner v02,Electronics,ARIMA,2024-01-11,12.12,6.9,17.34,60,2026-03-02 22:51:32
178218,2,RFID Scanner v02,Electronics,ARIMA,2024-01-12,12.12,6.9,17.34,60,2026-03-02 22:51:32
178219,2,RFID Scanner v02,Electronics,ARIMA,2024-01-13,12.12,6.9,17.34,60,2026-03-02 22:51:32
178220,2,RFID Scanner v02,Electronics,ARIMA,2024-01-14,12.12,6.9,17.34,60,2026-03-02 22:51:32
178221,2,RFID Scanner v02,Electronics,ARIMA,2024-01-15,12.1,6.81,17.4,60,2026-03-02 22:51:32
178222,2,RFID Scanner v02,Electronics,ARIMA,2024-01-16,12.1,6.81,17.4,60,2026-03-02 22:51:32
178223,2,RFID Scanner v02,Electronics,ARIMA,2024-01-17,12.1,6.81,17.4,60,2026-03-02 22:51:32
178224,2,RFID Scanner v02,Electronics,ARIMA,2024-01-18,12.1,6.81,17.4,60,2026-03-02 22:51:32
178225,2,RFID Scanner v02,Electronics,ARIMA,2024-01-19,12.1,6.81,17.4,60,2026-03-02 22:51:32
