ForecastID,ProductID,ProductName,Category,ModelName,ForecastDate,ForecastQty,LowerBound,UpperBound,HorizonDays,GeneratedAt
160303,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-15,7.37,3.31,11.44,90,2026-03-02 22:42:38
160304,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-16,7.37,3.31,11.44,90,2026-03-02 22:42:38
160305,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-17,7.37,3.31,11.44,90,2026-03-02 22:42:38
160306,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-18,7.37,3.31,11.44,90,2026-03-02 22:42:38
160307,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-19,7.37,3.31,11.44,90,2026-03-02 22:42:38
160308,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-20,7.37,3.31,11.44,90,2026-03-02 22:42:38
160309,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-21,7.37,3.31,11.44,90,2026-03-02 22:42:38
160310,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-22,7.37,3.17,11.58,90,2026-03-02 22:42:38
160311,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-23,7.37,3.17,11.58,90,2026-03-02 22:42:38
160312,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-24,7.37,3.17,11.58,90,2026-03-02 22:42:38
160313,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-25,7.37,3.17,11.58,90,2026-03-02 22:42:38
160314,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-26,7.37,3.17,11.58,90,2026-03-02 22:42:38
160315,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-27,7.37,3.17,11.58,90,2026-03-02 22:42:38
160316,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-28,7.37,3.17,11.58,90,2026-03-02 22:42:38
160317,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-29,7.37,3.03,11.72,90,2026-03-02 22:42:38
160318,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-30,7.37,3.03,11.72,90,2026-03-02 22:42:38
160319,1,Microcontroller Unit v01,Electronics,ARIMA,2024-01-31,7.37,3.03,11.72,90,2026-03-02 22:42:38
160320,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-01,7.37,3.03,11.72,90,2026-03-02 22:42:38
160321,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-02,7.37,3.03,11.72,90,2026-03-02 22:42:38
160322,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-03,7.37,3.03,11.72,90,2026-03-02 22:42:38
160323,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-04,7.37,3.03,11.72,90,2026-03-02 22:42:38
160324,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-05,7.37,2.9,11.85,90,2026-03-02 22:42:38
160325,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-06,7.37,2.9,11.85,90,2026-03-02 22:42:38
160326,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-07,7.37,2.9,11.85,90,2026-03-02 22:42:38
160327,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-08,7.37,2.9,11.85,90,2026-03-02 22:42:38
160328,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-09,7.37,2.9,11.85,90,2026-03-02 22:42:38
160329,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-10,7.37,2.9,11.85,90,2026-03-02 22:42:38
160330,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-11,7.37,2.9,11.85,90,2026-03-02 22:42:38
160331,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-12,7.37,2.77,11.98,90,2026-03-02 22:42:38
160332,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-13,7.37,2.77,11.98,90,2026-03-02 22:42:38
160333,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-14,7.37,2.77,11.98,90,2026-03-02 22:42:38
160334,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-15,7.37,2.77,11.98,90,2026-03-02 22:42:38
160335,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-16,7.37,2.77,11.98,90,2026-03-02 22:42:38
160336,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-17,7.37,2.77,11.98,90,2026-03-02 22:42:38
160337,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-18,7.37,2.77,11.98,90,2026-03-02 22:42:38
160338,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-19,7.37,2.64,12.1,90,2026-03-02 22:42:38
160339,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-20,7.37,2.64,12.1,90,2026-03-02 22:42:38
160340,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-21,7.37,2.64,12.1,90,2026-03-02 22:42:38
160341,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-22,7.37,2.64,12.1,90,2026-03-02 22:42:38
160342,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-23,7.37,2.64,12.1,90,2026-03-02 22:42:38
160343,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-24,7.37,2.64,12.1,90,2026-03-02 22:42:38
160344,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-25,7.37,2.64,12.1,90,2026-03-02 22:42:38
160345,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-26,7.37,2.52,12.23,90,2026-03-02 22:42:38
160346,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-27,7.37,2.52,12.23,90,2026-03-02 22:42:38
160347,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-28,7.37,2.52,12.23,90,2026-03-02 22:42:38
160348,1,Microcontroller Unit v01,Electronics,ARIMA,2024-02-29,7.37,2.52,12.23,90,2026-03-02 22:42:38
160349,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-01,7.37,2.52,12.23,90,2026-03-02 22:42:38
160350,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-02,7.37,2.52,12.23,90,2026-03-02 22:42:38
160351,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-03,7.37,2.52,12.23,90,2026-03-02 22:42:38
160352,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-04,7.37,2.4,12.35,90,2026-03-02 22:42:38
160353,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-05,7.37,2.4,12.35,90,2026-03-02 22:42:38
160354,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-06,7.37,2.4,12.35,90,2026-03-02 22:42:38
160355,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-07,7.37,2.4,12.35,90,2026-03-02 22:42:38
160356,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-08,7.37,2.4,12.35,90,2026-03-02 22:42:38
160357,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-09,7.37,2.4,12.35,90,2026-03-02 22:42:38
160358,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-10,7.37,2.4,12.35,90,2026-03-02 22:42:38
160359,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-11,7.37,2.29,12.46,90,2026-03-02 22:42:38
160360,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-12,7.37,2.29,12.46,90,2026-03-02 22:42:38
160361,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-13,7.37,2.29,12.46,90,2026-03-02 22:42:38
160362,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-14,7.37,2.29,12.46,90,2026-03-02 22:42:38
160363,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-15,7.37,2.29,12.46,90,2026-03-02 22:42:38
160364,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-16,7.37,2.29,12.46,90,2026-03-02 22:42:38
160365,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-17,7.37,2.29,12.46,90,2026-03-02 22:42:38
160366,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-18,7.37,2.17,12.58,90,2026-03-02 22:42:38
160367,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-19,7.37,2.17,12.58,90,2026-03-02 22:42:38
160368,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-20,7.37,2.17,12.58,90,2026-03-02 22:42:38
160369,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-21,7.37,2.17,12.58,90,2026-03-02 22:42:38
160370,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-22,7.37,2.17,12.58,90,2026-03-02 22:42:38
160371,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-23,7.37,2.17,12.58,90,2026-03-02 22:42:38
160372,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-24,7.37,2.17,12.58,90,2026-03-02 22:42:38
160373,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-25,7.37,2.06,12.69,90,2026-03-02 22:42:38
160374,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-26,7.37,2.06,12.69,90,2026-03-02 22:42:38
160375,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-27,7.37,2.06,12.69,90,2026-03-02 22:42:38
160376,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-28,7.37,2.06,12.69,90,2026-03-02 22:42:38
160377,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-29,7.37,2.06,12.69,90,2026-03-02 22:42:38
160378,1,Microcontroller Unit v01,Electronics,ARIMA,2024-03-30,7.37,2.06,12.69,90,2026-03-02 22:42:38
160379,2,RFID Scanner v02,Electronics,ARIMA,2024-01-01,12.02,6.8,17.23,30,2026-03-02 22:42:38
160380,2,RFID Scanner v02,Electronics,ARIMA,2024-01-02,12.02,6.8,17.23,30,2026-03-02 22:42:38
160381,2,RFID Scanner v02,Electronics,ARIMA,2024-01-03,12.02,6.8,17.23,30,2026-03-02 22:42:38
160382,2,RFID Scanner v02,Electronics,ARIMA,2024-01-04,12.02,6.8,17.23,30,2026-03-02 22:42:38
160383,2,RFID Scanner v02,Electronics,ARIMA,2024-01-05,12.02,6.8,17.23,30,2026-03-02 22:42:38
160384,2,RFID Scanner v02,Electronics,ARIMA,2024-01-06,12.02,6.8,17.23,30,2026-03-02 22:42:38
160385,2,RFID Scanner v02,Electronics,ARIMA,2024-01-07,12.02,6.8,17.23,30,2026-03-02 22:42:38
160386,2,RFID Scanner v02,Electronics,ARIMA,2024-01-08,12.12,6.9,17.34,30,2026-03-02 22:42:38
160387,2,RFID Scanner v02,Electronics,ARIMA,2024-01-09,12.12,6.9,17.34,30,2026-03-02 22:42:38
160388,2,RFID Scanner v02,Electronics,ARIMA,2024-01-10,12.12,6.9,17.34,30,2026-03-02 22:42:38
160389,2,RFID Scanner v02,Electronics,ARIMA,2024-01-11,12.12,6.9,17.34,30,2026-03-02 22:42:38
160390,2,RFID Scanner v02,Electronics,ARIMA,2024-01-12,12.12,6.9,17.34,30,2026-03-02 22:42:38
160391,2,RFID Scanner v02,Electronics,ARIMA,2024-01-13,12.12,6.9,17.34,30,2026-03-02 22:42:38
160392,2,RFID Scanner v02,Electronics,ARIMA,2024-01-14,12.12,6.9,17.34,30,2026-03-02 22:42:38
160393,2,RFID Scanner v02,Electronics,ARIMA,2024-01-15,12.1,6.81,17.4,30,2026-03-02 22:42:38
160394,2,RFID Scanner v02,Electronics,ARIMA,2024-01-16,12.1,6.81,17.4,30,2026-03-02 22:42:38
160395,2,RFID Scanner v02,Electronics,ARIMA,2024-01-17,12.1,6.81,17.4,30,2026-03-02 22:42:38
160396,2,RFID Scanner v02,Electronics,ARIMA,2024-01-18,12.1,6.81,17.4,30,2026-03-02 22:42:38
160397,2,RFID Scanner v02,Electronics,ARIMA,2024-01-19,12.1,6.81,17.4,30,2026-03-02 22:42:38
160398,2,RFID Scanner v02,Electronics,ARIMA,2024-01-20,12.1,6.81,17.4,30,2026-03-02 22:42:38
160399,2,RFID Scanner v02,Electronics,ARIMA,2024-01-21,12.1,6.81,17.4,30,2026-03-02 22:42:38
160400,2,RFID Scanner v02,Electronics,ARIMA,2024-01-22,12.11,6.76,17.45,30,2026-03-02 22:42:38
160401,2,RFID Scanner v02,Electronics,ARIMA,2024-01-23,12.11,6.76,17.45,30,2026-03-02 22:42:38
160402,2,RFID Scanner v02,Electronics,ARIMA,2024-01-24,12.11,6.76,17.45,30,2026-03-02 22:42:38
160403,2,RFID Scanner v02,Electronics,ARIMA,2024-01-25,12.11,6.76,17.45,30,2026-03-02 22:42:38
160404,2,RFID Scanner v02,Electronics,ARIMA,2024-01-26,12.11,6.76,17.45,30,2026-03-02 22:42:38
160405,2,RFID Scanner v02,Electronics,ARIMA,2024-01-27,12.11,6.76,17.45,30,2026-03-02 22:42:38
160406,2,RFID Scanner v02,Electronics,ARIMA,2024-01-28,12.11,6.76,17.45,30,2026-03-02 22:42:38
160407,2,RFID Scanner v02,Electronics,ARIMA,2024-01-01,12.02,6.8,17.23,60,2026-03-02 22:42:38
160408,2,RFID Scanner v02,Electronics,ARIMA,2024-01-02,12.02,6.8,17.23,60,2026-03-02 22:42:38
160409,2,RFID Scanner v02,Electronics,ARIMA,2024-01-03,12.02,6.8,17.23,60,2026-03-02 22:42:38
160410,2,RFID Scanner v02,Electronics,ARIMA,2024-01-04,12.02,6.8,17.23,60,2026-03-02 22:42:38
160411,2,RFID Scanner v02,Electronics,ARIMA,2024-01-05,12.02,6.8,17.23,60,2026-03-02 22:42:38
160412,2,RFID Scanner v02,Electronics,ARIMA,2024-01-06,12.02,6.8,17.23,60,2026-03-02 22:42:38
160413,2,RFID Scanner v02,Electronics,ARIMA,2024-01-07,12.02,6.8,17.23,60,2026-03-02 22:42:38
160414,2,RFID Scanner v02,Electronics,ARIMA,2024-01-08,12.12,6.9,17.34,60,2026-03-02 22:42:38
160415,2,RFID Scanner v02,Electronics,ARIMA,2024-01-09,12.12,6.9,17.34,60,2026-03-02 22:42:38
160416,2,RFID Scanner v02,Electronics,ARIMA,2024-01-10,12.12,6.9,17.34,60,2026-03-02 22:42:38
160417,2,RFID Scanner v02,Electronics,ARIMA,2024-01-11,12.12,6.9,17.34,60,2026-03-02 22:42:38
160418,2,RFID Scanner v02,Electronics,ARIMA,2024-01-12,12.12,6.9,17.34,60,2026-03-02 22:42:38
160419,2,RFID Scanner v02,Electronics,ARIMA,2024-01-13,12.12,6.9,17.34,60,2026-03-02 22:42:38
160420,2,RFID Scanner v02,Electronics,ARIMA,2024-01-14,12.12,6.9,17.34,60,2026-03-02 22:42:38
160421,2,RFID Scanner v02,Electronics,ARIMA,2024-01-15,12.1,6.81,17.4,60,2026-03-02 22:42:38
160422,2,RFID Scanner v02,Electronics,ARIMA,2024-01-16,12.1,6.81,17.4,60,2026-03-02 22:42:38
160423,2,RFID Scanner v02,Electronics,ARIMA,2024-01-17,12.1,6.81,17.4,60,2026-03-02 22:42:38
160424,2,RFID Scanner v02,Electronics,ARIMA,2024-01-18,12.1,6.81,17.4,60,2026-03-02 22:42:38
160425,2,RFID Scanner v02,Electronics,ARIMA,2024-01-19,12.1,6.81,17.4,60,2026-03-02 22:42:38
